,fid_1,GSP_name,Area_sqmi,FID,layer,path,region,count1900,avgtcd_1900,avgpl_1900,count1975,avgtcd_1975,avgpl_1975,count1990,avgtcd_1990,avgpl_1990,CD_TCDcgwl1900,avgtcd_cgwl_tcd1900,avgpl_cgwl_tcd1900,CD_PLcgwl1900,avgtcd_cgwl_pl1900,avgpl_cgwl_pl1900,CD_TCDmt1900,avgtcd_mt_tcd1900,avgpl_mt_tcd1900,CD_PLmt1900,avgtcd_mt_pl1900,avgpl_mt_pl1900,CD_TCDcgwl1975,avgtcd_cgwl_tcd1975,avgpl_cgwl_tcd1975,CD_PLcgwl1975,avgtcd_cgwl_pl1975,avgpl_cgwl_pl1975,CD_TCDmt1975,avgtcd_mt_tcd1975,avgpl_mt_tcd1975,CD_PLmt1975,avgtcd_mt_pl1975,avgpl_mt_pl1975,CD_TCDcgwl1990,avgtcd_cgwl_tcd1990,avgpl_cgwl_tcd1990,CD_PLcgwl1990,avgtcd_cgwl_pl1990,avgpl_cgwl_pl1990,CD_TCDmt1990,avgtcd_mt_tcd1990,avgpl_mt_tcd1990,CD_PLmt1990,avgtcd_mt_pl1990,avgpl_mt_pl1990,num_hhsd,avgtcd_hhsd,Area_mi2
1,1,Alpaugh,59204950.34,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,3,774.3333333,404.9638612,3,774.3333333,404.9638612,3,774.3333333,404.9638612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9056865
2,1,Central Kings,636284997.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,2619,163.0053456,88.94829524,1782,179.9966368,98.28015016,846,199.9253911,113.2143444,309,106.6666667,56.38888571,1806,138.8919822,72.73897736,987,136.7462537,73.83295444,2052,161.5952267,86.78945179,79,109.7088608,56.43459556,1111,152.4664855,78.69081319,643,145.8472222,78.35540241,1498,173.4365549,92.51134389,23,78.34782609,42.23643505,427,160.8097561,86.24988838,221,150.2792793,84.06638494,680,191.090379,105.0885664,35,NA,381.7492607
3,1,Chowchilla,589119473.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,477,323.9849246,170.164254,380,344.847561,181.1831497,261,365.9880478,193.8049705,47,194.4893617,109.0173367,340,294.375,154.1202444,190,306.4052632,171.0389628,331,334.5589124,178.4431448,25,219.48,121.8925094,253,318.4285714,165.3772038,160,317.9875,178.3573895,284,348.5035211,186.2366813,3,177.6666667,91.89498462,164,339.974359,177.4359853,126,329.8174603,185.1774571,230,361.4434783,192.8315296,32,NA,357.9254137
4,1,County of Fresno,89761910.98,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,36,203.4166667,103.3664888,28,224.4642857,113.6631933,15,230.4666667,116.6102239,7,98.28571429,41.30473318,23,131.6956522,59.31162848,9,115.6666667,58.4306209,21,163.0952381,79.50224184,4,105,41.25,16,139.4375,60.24908601,6,114.3333333,55.90189179,16,165.9375,78.44100177,NA,NA,NA,9,159.6666667,69.49444221,4,116.75,55.9689886,11,167.9090909,76.40454363,NA,NA,54.03302353
5,1,Delano-Earlimart Irrigation District,262178580.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,62,428.1296296,204.6458692,34,444.2258065,203.8325592,30,420.2857143,187.8206387,3,146.3333333,68.86549607,46,342.5263158,162.3779162,27,330.2222222,167.6149764,46,408.4782609,194.3970051,1,194,92.73379767,24,355.6190476,153.7362754,16,329.8125,168.2418639,28,420.9642857,192.3668159,1,194,92.73379767,23,355.6190476,153.0916507,15,324.9333333,160.2246548,26,407.0769231,179.9407016,1,NA,154.3745859
6,1,East Kaweah,486181008.8,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,614,211.7910959,96.58282445,480,221.1804348,100.5872911,283,248.4481481,115.2096156,17,100.0588235,42.23277858,330,176.3344051,73.95595816,222,166.1061947,76.94105759,501,209.444664,94.87558314,14,103.6428571,43.114297,256,177.704918,73.91152467,166,169.2142857,76.80990778,394,217.8434343,98.22699807,1,102,40,123,195.4396552,81.18664159,72,182.4109589,85.91206381,231,240.8793103,110.7569434,180,NA,289.5348829
7,1,Eastern San Joaquin,3095047160,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,4182,225.4908781,138.8821668,3208,241.4398615,148.2182841,1830,265.4939294,160.8525342,40,86.075,51.81582631,619,148.1260365,85.87909788,223,131.0089686,78.70335909,1834,195.4814613,118.7213428,2,28,15.84276276,266,167.3878327,94.01418913,48,134.0625,78.91277593,1205,217.2381743,131.4315897,2,28,15.84276276,41,196.4146341,98.27754542,4,128.75,69.15285723,498,247.9538153,146.8158816,30,NA,1927.909769
8,1,Eastern Tule,650987915.1,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,779,203.9781501,91.1969878,634,208.0260797,94.37236095,476,213.6820569,99.00461503,103,73.90970874,31.46446608,605,168.4735294,70.26871614,429,159.8865741,69.91422381,629,219.8702532,98.11990607,71,73.08028169,32.24130044,474,169.4636161,71.5740982,346,160.6224784,70.83464789,524,222.5066667,101.2964647,57,65.69649123,28.31019404,339,168.5067692,72.30813198,244,157.3673469,69.62376729,395,231.9671717,108.0821557,638,NA,384.3560798
9,1,Farmers Water District,8961099.728,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,2,452.5,250.1941626,2,452.5,250.1941626,2,452.5,250.1941626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.401991972
10,1,Greater Kaweah,894499875.5,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,1932,212.7883996,97.69070231,1383,229.5488889,104.083508,805,254.6867779,112.0928929,166,119.6666667,59.94721727,1278,186.6606852,83.06060995,906,177.1878393,84.7208646,1513,218.0679295,100.0232067,47,122.7234043,64.01818155,825,201.2581047,86.71939997,630,183.1818182,86.97515271,1164,229.7172061,104.1328087,17,127.4117647,73.78275282,407,226.1,89.21334128,294,204.7138047,95.20879056,699,255.6761364,113.0708369,223,NA,532.6402973
11,1,Northern and Central Delta Mendota,1291468469,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,577,228.491833,122.4579108,529,228.3782178,122.1020349,414,233.2933673,125.703537,10,68.3,35.6948326,91,124.3563218,60.97096788,46,110.826087,60.28211429,302,175.5511551,90.51176485,7,72.42857143,37.28644296,73,130.5285714,62.39201183,34,114.9411765,62.22974736,274,180.2472727,92.61931883,3,66.33333333,34,42,127.725,60.08764955,23,109,58.9049977,206,182.1642512,94.0630686,3,NA,785.8959555
12,1,Kern Groundwater Authoriy,6150224884,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,899,489.5137019,247.5453811,579,562.8660156,280.8280338,351,590.0872404,296.8349835,76,176.5,102.0188504,532,358.7925439,181.8367638,219,342.5540541,181.233043,563,471.0527731,238.4634142,5,208.6,109.8831212,282,424.0548673,199.0311492,126,355.4761905,184.0682274,368,510.7503958,259.1509641,2,205,110.4443138,157,435.5791667,202.0572804,95,346.2421053,177.8919393,239,521.7780488,259.9019415,15,NA,3587.370234
13,1,Grasslands,414396728.5,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,57,256.5,125.2784041,51,263.28,129.592012,33,259.1515152,123.5663558,NA,NA,NA,1,49,24.74661995,1,49,24.74661995,7,123.1428571,40.64677449,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,140.6,45.25616029,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,130,40.92547946,NA,NA,252.3235695
14,1,Henry Miller Water District,105441790.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,6,397.6666667,206.9464567,4,434,221.9219681,2,400,197.5,NA,NA,NA,1,300,158.9908679,4,375,191.2672362,6,397.6666667,206.9464567,NA,NA,NA,NA,NA,NA,3,400,202.0260256,4,434,221.9219681,NA,NA,NA,NA,NA,NA,2,400,197.5,2,400,197.5,NA,NA,61.08804943
15,1,James,117607419.3,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,105,277.3529412,157.1768233,52,321.3333333,181.2486208,33,360.3636364,208.1640621,10,98.2,53.6334072,56,188.2264151,103.4063598,36,196.3888889,108.9350392,74,243.9864865,137.1465852,NA,NA,NA,17,226.25,120.0713143,12,204.9166667,111.174193,39,274,153.1901379,NA,NA,NA,4,257.5,141.0482758,3,236.6666667,136.3977011,22,296.5909091,167.7567039,NA,NA,70.60886929
16,1,Kern River,940865402.8,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,843,336.8891929,179.5481471,356,488.5395683,239.9139563,178,491.25,253.1252632,195,137.127551,74.13623464,491,227.0925926,112.778567,126,237.7698413,126.2195802,438,353.35,183.614517,1,75,40.58006726,101,385.90625,145.2004576,15,291.6666667,147.4312431,197,417.1809045,214.7274485,1,75,40.58006726,33,412.0434783,136.6166666,6,294.3333333,156.1910547,106,417.5555556,220.5579964,3,NA,546.4511413
17,1,Kings River East,791446352.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,2061,153.2655155,80.23498927,1298,173.7751969,89.63117305,662,200.0858268,102.187561,107,58.69907407,30.93262302,793,107.7519634,52.99276527,572,115.3682373,62.09776573,1406,146.4925479,75.94758235,25,63.18,33.02483283,381,123.0558583,56.61479014,275,124.2101449,66.10131424,881,163.3374858,83.23368044,7,48.64285714,25.41331243,116,143.8300971,54.69778362,50,135.5098039,71.54491505,404,189.2790123,94.79253136,184,NA,474.7488586
18,1,Lower Tule River,424592754.8,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,211,302.5505051,144.5409787,172,309.9691358,148.3128335,99,344.4505495,163.0321205,10,127.2,55.7063269,120,237.0454545,107.9703936,113,241.4424779,116.6129791,185,302.6648649,145.7193441,8,129.625,57.04469608,95,244.6436782,110.7793559,91,246.9340659,119.0766233,151,308.1986755,149.034864,1,188,89.68233686,47,273.1463415,115.9382419,44,250.7272727,121.4752578,87,327.7816092,158.3933783,16,NA,251.4061398
19,1,Mid-Kaweah,427067437.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,816,223.6547771,108.3948114,481,255.7553191,125.1531501,279,293.9558824,143.8160191,173,130.4914286,64.45017858,696,195.3607784,94.36934886,451,209.0666667,101.4659713,593,248.5763547,120.1393499,55,138.9818182,70.12419836,374,217.4657534,105.8789671,278,219.4350877,107.3520028,405,268.6256039,130.9500773,17,123.2941176,64.68498576,182,241.5141243,116.7078701,137,238.1714286,116.799524,249,301.2204724,146.9587993,110,NA,253.9659039
20,1,Madera subbasin joint ,1406962177,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,4726,331.7152663,235.5025215,4422,338.6147132,241.1276713,3161,355.324004,257.2895537,859,240.8455285,169.6326549,3300,306.4245675,211.7872754,1085,313.3635531,226.2381636,2837,345.2334152,246.7643921,748,252.5574866,178.4001481,3064,313.8464928,217.6765385,1042,317.8393881,229.9007307,2766,348.3421053,249.1866635,394,261.4238579,185.3168796,2019,330.1444099,232.5338529,766,329.0143416,237.4813331,2221,358.9883146,257.0200677,257,NA,852.3974066
21,1,McMullin Area,487987760.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,506,246.8805668,140.7135288,347,271.5526316,155.1187642,185,284.3722222,166.4781843,97,145.556701,82.29059322,388,223.0131579,126.0576957,189,240.8941799,136.9883747,374,266.0909091,151.6539412,24,168.0416667,97.57663424,242,250.4791667,141.7828726,139,248.7194245,141.2398726,300,275.8533333,157.109378,14,178,116.2647186,100,248.2755102,146.5435541,43,245.9302326,148.5911582,151,289.0993377,168.2458318,2,NA,293.2454202
22,1,Merced,2075872729,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,3055,204.0576329,120.1116149,2753,213.7887109,125.8066715,1919,238.9322314,141.8210536,295,96.71525424,55.38744163,948,140.4271413,78.68926798,1268,175.659306,103.4886641,2423,209.7585638,123.2208791,146,104.9520548,60.21674985,701,153.4259542,85.2274492,1141,180.3032428,106.5169892,2288,213.6765734,125.7019341,12,115.5833333,70.2190436,213,197.4153005,104.4806825,625,201.1776,120.0340596,1667,229.8146371,136.8438527,45,NA,1268.743143
23,1,North Fork Kings,682721132.7,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,870,220.377381,125.7611314,665,236.1609907,135.8566262,426,244.9364303,143.9148823,241,129.120332,69.2483736,690,194.6110283,106.5844703,418,221.5215311,127.449247,587,251.7649063,143.30542,121,129,67.24769304,492,207.4616977,113.6994976,352,222.4375,128.7198568,514,255.6089494,145.8444188,49,103.6734694,54.41765986,280,210.9047619,116.237543,230,221.3608696,130.9404805,355,260.4732394,150.1966693,11,NA,408.2949302
24,1,New Stone,16926443.58,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,2,200,132.8807182,2,200,132.8807182,1,200,145.9632274,NA,NA,NA,1,NA,119.7982089,1,200,145.9632274,1,200,145.9632274,NA,NA,NA,1,NA,119.7982089,1,200,145.9632274,1,200,145.9632274,NA,NA,NA,NA,NA,NA,1,200,145.9632274,1,200,145.9632274,NA,NA,10.24459778
25,1,North Kings,1257614911,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,7899,163.6238223,84.98256364,5433,177.170907,90.22159034,2676,199.0955364,100.456019,831,95.58604091,51.51064813,5992,140.3131673,70.39621003,1831,132.5122884,72.58129483,5697,155.8874846,79.70498554,190,95.84210526,50.42821521,3769,149.7390814,72.00034597,882,135.4036281,73.26780408,4124,161.1345781,80.25754472,38,86.73684211,49.71721527,1555,162.5177353,76.40433353,251,141.7171315,80.53355193,1920,173.4947917,85.41250514,38,NA,758.1982815
26,1,Olcese Water District,13149835.28,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.664235187
27,1,Pixley Irrigation District,286291784.3,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,139,347.625,170.0615022,120,356.3675214,174.4682003,95,351.5217391,172.9260538,NA,NA,NA,93,291.4175824,137.0080948,74,263.527027,133.016178,132,337.0606061,164.3946129,NA,NA,NA,76,293.3918919,138.4814411,58,259.2931034,132.7569763,113,344.3362832,168.1214526,NA,NA,NA,61,287.2033898,136.2303942,51,255.5294118,132.9149648,89,338.8202247,166.2715852,19,NA,169.0457094
28,1,Root Creek Water District,38975313.31,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,23,295.5909091,225.0238022,16,342.5333333,262.5782844,8,387,280.981756,2,93.5,62.62942131,6,194.5,135.8392806,6,186,133.7297998,11,262.0909091,177.667457,NA,NA,NA,2,257.5,188.6678814,3,234.3333333,171.1800994,7,303.5714286,205.0719322,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,405.3333333,258.6666667,NA,NA,23.57128837
29,1,San Joaquin River Exchange Contractors,1191124945,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,751,167.8547718,83.37729322,660,172.277865,85.01565778,463,180.3569845,89.24392853,4,66,35.07560634,98,100.6702128,43.13279499,68,73.92647059,38.88808608,323,127.867284,58.66878358,NA,NA,NA,70,107,41.75626275,46,71.54347826,37.60580898,266,132.6629213,59.72344519,NA,NA,NA,40,123.8,46.16716841,18,71.38888889,39.02552866,161,137.9259259,62.60211208,7,NA,723.1957033
30,1,South Kings,38009039.26,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,115,154.8322981,90.66108818,55,200.1153846,121.8578097,21,260.6428571,168.3319237,25,57.77777778,23.13016499,75,98.7961165,50.16159118,17,100.9333333,55.00062043,70,128.4454545,68.58141767,1,55,29.42403585,27,115.7297297,58.00285888,6,105.3,57.3117525,40,136.2131148,70.98081508,NA,NA,NA,6,129.8333333,61.54318548,NA,NA,NA,11,153.3125,78.5085395,NA,NA,22.83068719
31,1,Tri-County Water Agency,245978578.5,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,9,403.3333333,209.8916332,6,443.3333333,233.9898486,5,411,218.5086183,3,165,92.30991437,4,228.75,119.3364168,NA,NA,NA,4,483.75,248.6958068,1,125,100.5,2,272.5,150.457962,NA,NA,NA,4,483.75,248.6958068,1,125,100.5,2,272.5,150.457962,NA,NA,NA,3,443.3333333,227.7957423,NA,NA,144.8896241
32,1,Tulare Lake,2168743144,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,1608,216.791746,148.0937622,1142,231.9590747,156.7220992,813,223.2679245,149.148796,419,90.49880668,56.5338201,969,153.9418605,99.71790501,327,191.2324159,128.8815781,932,226.5118026,151.3755576,214,84.92056075,50.41513897,615,163.7930464,104.6352359,227,192.69163,127.8388118,735,230.8435374,152.7350413,164,76.34756098,43.40138304,437,157.6056338,99.40244342,156,192.8333333,129.1738535,518,233.519305,152.5983187,63,NA,1284.695256
33,1,Westside,2517988021,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,63,465.2727273,267.7208734,39,496.6857143,290.9467372,31,502.2857143,298.3119999,10,156.5,82.52704352,30,234.3461538,124.3260692,13,273.4615385,155.3405805,31,395.2580645,227.3803311,7,174.2857143,92.82651142,15,225.2857143,114.5009287,6,260.1666667,142.0620676,21,442.8095238,254.5219259,6,179.6666667,96.09082291,12,221.7272727,113.4943821,5,272.2,155.3744811,15,408.0666667,236.072418,1,NA,1504.406455
34,3,Buena Vista,204965759.1,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,62,366.0720721,187.0798193,23,415.75,213.339042,12,428.5,197.9545247,2,156.6666667,80.77449058,13,297.5833333,137.4984315,4,194,104.1450038,32,328.7419355,157.9831167,NA,NA,NA,2,465,141.3672557,NA,NA,NA,9,402.7777778,179.3875647,NA,NA,NA,1,570,94.54746067,NA,NA,NA,5,421,165.7754195,NA,NA,119.4607481
35,1,Aliso Water District,107791783.3,NA,CV_GSP_formerge,/Volumes/GoogleDrive/My Drive/Graduate School/GSP_Analy/GSP_MT_analysis/QGIS/GSP_Boundaries/cv2/CV_GSP_formerge.shp|layername=CV_GSP_formerge,Central Valley,6,298,214.8588052,4,260,185.8371381,2,240,178.1421539,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,250,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,300,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.07258562